delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
fedex,electronics,scooter,same day,east,cold,194.5,21.77,3,8,no,delivered,4,1137.81
blue dart,clothing,ev bike,standard,north,clear,266.9,37.14,8,24,no,delivered,3,1445.92
dhl,documents,scooter,two day,east,hot,293.4,3.34,7,16,no,delivered,4,1477.02
blue dart,documents,van,standard,central,rainy,268.3,12.7,11,24,no,delivered,4,1379.6
delhivery,fragile items,truck,two day,south,cold,42.0,28.59,2,16,no,delivered,3,295.77
dhl,furniture,bike,same day,west,rainy,286.2,11.07,8,8,yes,delayed,3,1564.21
xpressbees,clothing,ev bike,standard,central,foggy,97.9,22.28,7,24,no,delivered,5,556.34
xpressbees,electronics,ev bike,two day,north,stormy,9.9,24.77,6,16,no,delivered,3,123.81
dhl,clothing,scooter,express,east,cold,109.9,8.1,5,4,yes,failed,1,623.8
ekart,documents,bike,express,south,foggy,92.9,15.8,4,3,yes,delayed,3,561.9
amazon logistics,cosmetics,bike,standard,central,foggy,203.1,29.61,7,24,no,delivered,5,1104.33
xpressbees,electronics,scooter,standard,west,foggy,295.2,38.53,10,24,no,delivered,3,1591.59
amazon logistics,groceries,bike,express,east,rainy,218.4,23.78,6,6,yes,delayed,3,1213.34
ecom express,furniture,bike,express,west,cold,203.7,0.86,4,6,no,delivered,4,1071.08
amazon logistics,clothing,van,two day,north,stormy,51.7,33.64,7,16,no,delivered,5,359.42
ecom express,electronics,truck,same day,east,cold,216.2,18.28,9,8,yes,delayed,2,1235.84
dhl,documents,bike,standard,west,cold,82.3,22.91,4,24,no,delivered,4,480.23
dhl,clothing,truck,two day,central,foggy,84.4,45.54,4,16,no,delivered,5,558.62
ekart,fragile items,van,express,north,cold,130.5,21.18,3,4,no,delivered,5,766.04
ekart,automobile parts,scooter,same day,central,clear,268.1,45.71,5,8,no,delivered,4,1577.63
xpressbees,pharmacy,bike,two day,south,rainy,65.9,13.73,4,16,no,delivered,4,370.69
xpressbees,cosmetics,ev bike,same day,central,foggy,267.8,34.69,11,8,yes,delayed,3,1543.07
amazon logistics,cosmetics,bike,express,central,clear,149.4,21.8,4,4,no,delivered,5,862.4
blue dart,fragile items,scooter,standard,west,clear,21.6,46.99,2,24,no,delivered,5,248.97
fedex,electronics,ev bike,standard,central,foggy,202.4,37.05,9,24,no,delivered,3,1123.15
blue dart,automobile parts,truck,same day,east,clear,201.7,12.88,5,8,no,delivered,5,1147.14
ecom express,furniture,ev van,two day,west,cold,289.8,22.94,11,16,no,delivered,4,1517.82
ekart,furniture,bike,standard,central,stormy,96.6,45.95,8,24,no,delivered,5,620.85
blue dart,fragile items,scooter,standard,south,cold,30.5,33.32,1,24,no,delivered,3,252.46
shadowfax,furniture,truck,express,west,stormy,133.7,43.21,7,4,yes,delayed,2,848.13
amazon logistics,documents,scooter,two day,west,rainy,85.2,16.04,6,16,no,delivered,4,474.12
ecom express,electronics,van,two day,east,stormy,164.6,38.12,9,16,no,delivered,4,937.36
delhivery,clothing,scooter,standard,east,clear,171.0,7.0,8,24,no,delivered,4,876.0
ekart,electronics,ev bike,same day,west,stormy,103.5,42.68,6,8,no,delivered,5,745.54
blue dart,groceries,ev bike,two day,east,hot,286.0,27.41,6,16,no,delivered,3,1512.23
ekart,fragile items,ev bike,two day,east,foggy,52.9,2.92,4,16,no,delivered,4,273.26
fedex,groceries,truck,two day,east,rainy,65.9,13.62,6,16,no,delivered,5,370.36
ekart,pharmacy,van,two day,east,cold,116.2,24.97,5,16,no,delivered,5,655.91
delhivery,clothing,truck,express,east,rainy,162.3,25.89,9,5,yes,delayed,2,939.17
fedex,pharmacy,bike,express,east,rainy,161.3,37.14,12,5,yes,failed,1,967.92
delhivery,automobile parts,truck,two day,south,hot,212.0,27.73,7,16,no,delivered,3,1143.19
ekart,documents,scooter,same day,north,rainy,26.9,39.36,6,8,no,delivered,5,352.58
delhivery,furniture,ev van,standard,east,rainy,283.2,40.68,9,24,no,delivered,4,1538.04
delhivery,automobile parts,scooter,standard,east,clear,17.5,30.44,2,24,no,delivered,5,178.82
dhl,pharmacy,bike,two day,north,hot,191.5,10.95,7,16,no,delivered,5,990.35
amazon logistics,groceries,ev van,standard,east,clear,158.1,32.83,6,24,no,delivered,4,888.99
xpressbees,clothing,bike,same day,central,cold,75.2,22.01,3,8,no,delivered,4,542.03
delhivery,automobile parts,truck,express,south,clear,113.9,4.02,4,4,yes,delayed,2,631.56
delhivery,pharmacy,van,standard,central,clear,147.7,23.93,3,24,no,delivered,3,810.29
dhl,electronics,scooter,standard,east,cold,17.2,40.54,1,24,no,delivered,5,207.62
shadowfax,furniture,van,same day,south,stormy,108.9,21.9,9,8,yes,failed,1,710.2
xpressbees,automobile parts,ev bike,two day,central,hot,125.5,18.42,3,16,no,delivered,5,682.76
amazon logistics,automobile parts,bike,standard,central,hot,148.1,9.89,5,24,no,delivered,5,770.17
dhl,clothing,truck,same day,central,rainy,145.3,27.89,5,8,no,delivered,5,910.17
blue dart,groceries,ev van,same day,west,stormy,292.3,12.95,15,8,yes,delayed,2,1600.35
delhivery,automobile parts,scooter,two day,west,foggy,264.9,31.08,11,16,no,delivered,5,1417.74
blue dart,fragile items,ev bike,same day,central,cold,210.7,0.67,4,8,no,delivered,4,1155.06
delhivery,pharmacy,ev van,standard,central,cold,293.0,18.21,7,24,no,delivered,5,1519.63
amazon logistics,documents,ev van,express,central,clear,99.3,38.04,3,3,no,delivered,3,660.62
ekart,cosmetics,truck,two day,central,stormy,91.6,1.63,7,16,no,delivered,5,462.89
amazon logistics,pharmacy,ev van,two day,south,cold,139.8,5.18,4,16,no,delivered,5,714.54
fedex,furniture,ev bike,express,central,foggy,204.7,48.49,9,6,yes,delayed,2,1218.97
fedex,automobile parts,truck,two day,central,stormy,212.2,0.67,7,16,no,delivered,4,1062.92
fedex,groceries,bike,standard,central,hot,196.1,38.14,7,24,no,delivered,4,1094.92
amazon logistics,pharmacy,ev van,same day,north,rainy,58.6,18.14,4,8,no,delivered,4,447.42
delhivery,electronics,scooter,two day,north,rainy,66.2,14.59,2,16,no,delivered,4,374.77
delhivery,cosmetics,ev bike,same day,central,stormy,94.6,35.67,7,8,no,delivered,4,680.01
dhl,furniture,truck,standard,west,cold,130.9,42.37,6,24,no,delivered,4,781.61
dhl,fragile items,van,standard,east,stormy,109.8,21.91,7,24,no,delivered,4,614.73
fedex,documents,ev bike,same day,west,hot,200.4,0.67,5,8,no,delivered,3,1102.63
xpressbees,automobile parts,truck,two day,west,clear,200.7,44.23,8,16,no,delivered,5,1136.19
shadowfax,pharmacy,ev bike,two day,north,clear,96.3,45.02,3,16,no,delivered,4,616.56
ekart,clothing,ev van,two day,south,cold,223.8,29.71,7,16,no,delivered,3,1208.13
ekart,clothing,scooter,two day,east,hot,110.9,12.18,3,16,no,delivered,3,591.04
xpressbees,clothing,ev bike,two day,north,clear,11.3,48.41,1,16,no,delivered,5,201.73
blue dart,documents,bike,two day,central,foggy,196.3,21.9,5,16,no,delivered,5,1047.2
fedex,furniture,ev bike,two day,north,rainy,236.8,45.47,10,16,no,delivered,3,1320.41
fedex,fragile items,bike,two day,east,stormy,203.7,12.29,10,16,no,delivered,5,1055.37
xpressbees,automobile parts,scooter,express,north,stormy,57.3,45.66,6,3,yes,delayed,2,473.48
xpressbees,cosmetics,scooter,same day,north,clear,129.7,37.64,3,8,no,delivered,3,861.42
fedex,furniture,ev bike,standard,east,hot,240.2,22.3,6,24,no,delivered,5,1267.9
ekart,pharmacy,van,same day,west,rainy,22.9,2.5,6,8,no,delivered,5,222.0
dhl,documents,van,same day,south,stormy,283.2,19.18,14,8,yes,failed,2,1573.54
dhl,documents,van,standard,east,hot,13.0,43.12,1,24,no,delivered,4,194.36
blue dart,furniture,truck,standard,central,stormy,56.9,33.74,6,24,no,delivered,4,385.72
shadowfax,fragile items,ev van,two day,south,cold,184.3,15.05,7,16,no,delivered,4,966.65
blue dart,electronics,ev bike,same day,central,foggy,142.6,30.11,4,8,no,delivered,5,903.33
shadowfax,electronics,bike,standard,central,rainy,180.5,46.66,10,24,no,delivered,3,1042.48
xpressbees,clothing,truck,express,east,stormy,136.5,19.93,6,4,yes,delayed,3,792.29
ecom express,clothing,bike,two day,west,hot,250.2,11.47,6,16,no,delivered,4,1285.41
blue dart,clothing,bike,same day,central,foggy,289.6,42.36,12,8,yes,delayed,2,1632.7206
xpressbees,clothing,scooter,two day,west,clear,231.5,27.07,9,16,no,delivered,3,1238.71
delhivery,electronics,ev bike,same day,east,rainy,178.9,28.65,10,8,yes,delayed,3,1080.45
dhl,groceries,ev van,same day,central,stormy,114.5,46.28,10,8,yes,failed,1,811.34
blue dart,cosmetics,scooter,standard,central,foggy,190.1,20.27,9,24,no,delivered,4,1011.31
blue dart,clothing,ev van,two day,south,cold,238.4,36.67,10,16,no,delivered,4,1302.01
blue dart,documents,scooter,same day,west,cold,236.5,43.31,9,8,yes,delayed,3,1412.43
delhivery,automobile parts,scooter,standard,south,stormy,3.6,29.93,6,24,no,delivered,5,106.79
amazon logistics,clothing,bike,express,west,foggy,210.2,30.38,7,6,yes,delayed,2,1192.14
delhivery,automobile parts,bike,two day,north,rainy,61.6,24.83,3,16,no,delivered,5,382.49
dhl,furniture,truck,standard,south,hot,160.4,4.69,5,24,no,delivered,4,816.07
xpressbees,cosmetics,van,same day,west,cold,223.9,14.38,7,8,no,delivered,3,1262.64
ecom express,documents,bike,express,west,stormy,287.4,19.26,12,7,yes,delayed,3,1544.78
amazon logistics,documents,truck,express,east,clear,11.8,12.82,1,2,no,delivered,4,147.46
blue dart,groceries,van,standard,west,rainy,99.0,13.81,4,24,no,delivered,5,536.43
ecom express,clothing,van,same day,east,stormy,19.4,43.65,5,8,no,delivered,4,327.95
shadowfax,documents,ev van,express,north,clear,231.5,29.59,8,6,yes,failed,2,1296.27
blue dart,automobile parts,van,same day,central,stormy,52.5,47.11,8,8,yes,delayed,2,503.83
fedex,electronics,van,express,north,clear,38.2,22.74,1,2,no,delivered,3,309.22
ecom express,pharmacy,ev bike,standard,central,foggy,29.9,31.56,4,24,no,delivered,4,244.18
dhl,cosmetics,ev van,standard,central,foggy,213.4,28.67,11,24,no,delivered,5,1153.01
blue dart,clothing,ev bike,two day,north,stormy,28.0,47.07,4,16,no,delivered,4,281.21
amazon logistics,electronics,van,express,central,rainy,135.0,6.07,8,4,yes,failed,1,743.21
ecom express,furniture,scooter,same day,west,stormy,48.9,15.72,7,8,no,delivered,5,391.66
ecom express,clothing,scooter,express,west,rainy,189.7,37.65,7,5,yes,delayed,3,1111.45
ecom express,automobile parts,bike,express,south,foggy,44.1,38.79,4,2,yes,failed,1,386.87
amazon logistics,clothing,ev bike,two day,north,cold,70.7,5.64,3,16,no,delivered,5,370.42
fedex,clothing,ev bike,two day,north,clear,257.3,27.79,8,16,no,delivered,4,1369.87
blue dart,documents,van,standard,east,foggy,6.0,12.53,2,24,no,delivered,4,95.6674
shadowfax,documents,ev van,standard,west,cold,11.4,42.43,2,24,no,delivered,5,184.29
blue dart,clothing,ev van,express,north,rainy,220.5,38.01,10,6,yes,delayed,2,1266.53
fedex,pharmacy,truck,standard,south,foggy,64.3,27.88,5,24,no,delivered,4,405.14
shadowfax,groceries,scooter,standard,central,rainy,70.4,31.42,4,24,no,delivered,3,446.26
ecom express,furniture,truck,two day,east,clear,3.6,46.33,2,16,no,delivered,3,155.49
ekart,documents,ev bike,standard,north,foggy,153.7,0.67,7,24,no,delivered,5,769.61
ekart,electronics,truck,standard,central,stormy,119.4,31.63,11,24,no,delivered,4,691.89
xpressbees,electronics,van,express,south,rainy,250.2,3.85,9,7,yes,failed,1,1312.55
delhivery,electronics,truck,same day,north,stormy,32.0,47.56,8,8,yes,delayed,3,402.68
shadowfax,fragile items,ev van,express,east,clear,297.1,18.07,8,7,yes,delayed,2,1601.71
xpressbees,documents,van,same day,north,stormy,17.6,13.13,6,8,no,delivered,4,227.39
fedex,documents,scooter,same day,west,cold,66.9,0.67,3,8,no,delivered,5,435.85
dhl,pharmacy,truck,standard,west,hot,42.8,0.76,4,24,no,delivered,4,216.28
amazon logistics,electronics,truck,two day,central,stormy,233.2,48.48,9,16,no,delivered,4,1311.44
dhl,pharmacy,ev van,standard,south,cold,85.8,38.93,2,24,no,delivered,4,545.79
xpressbees,furniture,bike,two day,east,hot,8.0,47.03,2,16,no,delivered,4,181.09
fedex,fragile items,ev van,express,west,clear,159.6,19.56,5,5,yes,failed,1,906.68
delhivery,clothing,ev bike,two day,north,hot,72.4,15.44,2,16,no,delivered,4,408.32
fedex,electronics,ev bike,two day,south,hot,186.2,36.83,9,16,no,delivered,3,1041.49
delhivery,cosmetics,scooter,standard,north,clear,134.6,34.4,5,24,no,delivered,4,776.2
ecom express,groceries,scooter,express,west,foggy,26.6,47.61,3,2,yes,delayed,2,325.83
shadowfax,electronics,van,standard,west,stormy,270.2,10.81,10,24,no,delivered,4,1383.43
dhl,pharmacy,scooter,two day,north,stormy,68.8,28.52,7,16,no,delivered,5,429.56
fedex,furniture,truck,express,north,clear,3.6,29.49,1,2,no,delivered,4,155.47
shadowfax,automobile parts,ev bike,two day,east,rainy,175.1,35.63,8,16,no,delivered,5,982.39
ekart,automobile parts,van,same day,west,clear,248.4,48.39,6,8,no,delivered,4,1487.17
ekart,furniture,ev bike,two day,west,stormy,148.3,45.98,11,16,no,delivered,4,879.44
dhl,clothing,ev bike,same day,east,clear,255.0,37.3,8,8,yes,delayed,3,1486.9
ekart,cosmetics,ev van,standard,central,stormy,23.0,19.27,7,24,no,delivered,5,172.81
xpressbees,clothing,ev bike,express,east,cold,86.3,18.95,4,3,yes,failed,2,538.35
delhivery,fragile items,scooter,same day,east,hot,192.9,33.87,4,8,no,delivered,3,1166.11
amazon logistics,pharmacy,bike,two day,south,stormy,232.2,18.67,13,16,no,delivered,5,1217.01
dhl,groceries,ev van,two day,west,hot,24.4,37.39,1,16,no,delivered,5,234.17
shadowfax,automobile parts,ev bike,same day,central,hot,184.0,46.68,6,8,no,delivered,4,1160.04
blue dart,furniture,ev van,two day,south,hot,231.1,30.56,6,16,no,delivered,5,1247.18
dhl,groceries,van,two day,west,stormy,38.8,32.94,7,16,no,delivered,5,292.82
xpressbees,clothing,bike,two day,east,cold,45.1,34.11,2,16,no,delivered,5,327.83
ekart,pharmacy,truck,two day,east,clear,152.8,30.74,5,16,no,delivered,3,856.22
blue dart,documents,truck,express,east,foggy,130.3,25.76,6,4,yes,delayed,3,778.78
fedex,clothing,scooter,express,east,stormy,128.2,40.31,6,4,yes,delayed,3,811.93
blue dart,clothing,van,standard,west,cold,260.4,4.59,7,24,no,delivered,5,1315.77
ekart,pharmacy,van,standard,south,clear,20.6,35.56,0,24,no,delivered,5,209.68
fedex,automobile parts,scooter,two day,north,rainy,221.0,9.34,14,16,no,delivered,3,1133.02
shadowfax,documents,ev bike,express,south,clear,245.6,39.83,4,6,no,delivered,5,1397.49
shadowfax,clothing,van,express,east,rainy,115.9,30.81,7,4,yes,delayed,2,721.93
xpressbees,pharmacy,ev van,express,central,foggy,208.1,20.6,8,6,yes,delayed,2,1152.3
amazon logistics,clothing,bike,two day,west,rainy,176.5,21.28,9,16,no,delivered,3,946.34
delhivery,electronics,ev van,two day,east,clear,80.2,11.32,4,16,no,delivered,3,434.96
dhl,pharmacy,truck,same day,central,stormy,154.1,17.42,10,8,yes,delayed,2,922.76
delhivery,furniture,ev bike,two day,north,hot,18.3,8.04,1,16,no,delivered,4,115.62
delhivery,electronics,scooter,same day,west,rainy,243.1,16.91,9,8,yes,delayed,3,1366.23
blue dart,documents,bike,standard,central,stormy,17.7,23.22,8,24,no,delivered,4,158.16
shadowfax,clothing,scooter,same day,west,foggy,88.1,11.31,4,8,no,delivered,3,574.43
ecom express,cosmetics,van,standard,east,hot,123.4,0.67,6,24,no,delivered,3,618.71
xpressbees,pharmacy,van,express,east,foggy,150.4,40.78,9,5,yes,delayed,3,924.34
shadowfax,cosmetics,scooter,two day,north,cold,160.4,40.11,5,16,no,delivered,5,922.33
amazon logistics,electronics,bike,standard,north,hot,181.4,45.4,4,24,no,delivered,4,1043.2
blue dart,fragile items,ev bike,same day,north,foggy,275.1,8.18,11,8,yes,failed,1,1500.04
amazon logistics,clothing,ev bike,two day,central,foggy,143.8,6.7,7,16,no,delivered,5,739.1
ecom express,automobile parts,bike,two day,south,stormy,196.1,11.3,8,16,no,delivered,5,1014.4
delhivery,fragile items,ev bike,same day,central,clear,27.7,3.83,1,8,no,delivered,3,249.99
fedex,furniture,ev van,express,west,foggy,252.6,32.29,10,7,yes,delayed,2,1409.87
amazon logistics,fragile items,ev van,standard,west,rainy,102.0,33.7,7,24,no,delivered,5,611.1
fedex,cosmetics,scooter,standard,central,clear,177.7,13.45,5,24,no,delivered,4,928.85
amazon logistics,cosmetics,van,same day,east,rainy,294.3,35.5,10,8,yes,failed,1,1632.7206
ecom express,electronics,bike,express,north,cold,227.5,14.23,6,6,yes,delayed,2,1230.19
fedex,electronics,bike,same day,central,hot,122.2,38.55,3,8,no,delivered,5,826.65
delhivery,automobile parts,ev van,standard,south,stormy,136.0,15.54,8,24,no,delivered,3,726.62
dhl,fragile items,ev van,express,north,stormy,44.6,21.89,6,2,yes,delayed,2,338.67
blue dart,pharmacy,scooter,express,south,stormy,189.8,44.06,11,5,yes,delayed,2,1131.18
fedex,documents,van,two day,central,hot,166.3,38.13,5,16,no,delivered,4,945.89
shadowfax,groceries,bike,standard,east,rainy,178.3,7.56,6,24,no,delivered,4,914.18
fedex,groceries,ev bike,express,east,stormy,81.0,19.04,8,3,yes,delayed,3,512.12
blue dart,groceries,truck,express,west,hot,213.4,14.41,7,6,yes,delayed,2,1160.23
ekart,pharmacy,scooter,express,east,clear,90.3,22.02,4,3,yes,failed,1,567.56
xpressbees,cosmetics,ev van,two day,north,stormy,134.7,11.95,8,16,no,delivered,5,709.35
delhivery,groceries,bike,two day,north,clear,45.6,2.26,2,16,no,delivered,4,234.78
blue dart,fragile items,scooter,standard,central,clear,214.8,46.7,5,24,no,delivered,3,1214.1
ecom express,electronics,ev bike,two day,south,stormy,53.6,47.51,7,16,no,delivered,4,410.53
delhivery,fragile items,van,two day,south,rainy,176.6,17.32,8,16,no,delivered,4,934.96
dhl,cosmetics,ev bike,two day,north,stormy,247.8,25.91,13,16,no,delivered,3,1316.73
blue dart,furniture,scooter,standard,west,foggy,177.4,31.3,5,24,no,delivered,4,980.9
delhivery,groceries,truck,express,east,stormy,181.9,11.18,10,5,yes,delayed,3,993.04
dhl,groceries,truck,same day,west,foggy,264.1,41.04,11,8,yes,delayed,3,1543.62
fedex,groceries,bike,standard,north,stormy,297.1,12.47,12,24,no,delivered,4,1533.41
blue dart,automobile parts,scooter,standard,east,clear,59.3,16.27,1,24,no,delivered,5,345.31
delhivery,electronics,scooter,same day,east,rainy,143.4,6.82,9,8,yes,delayed,2,837.46
blue dart,pharmacy,truck,two day,central,rainy,109.4,7.85,9,16,no,delivered,5,570.55
shadowfax,automobile parts,van,standard,west,stormy,21.9,29.67,4,24,no,delivered,5,198.51
amazon logistics,furniture,van,standard,west,clear,110.7,48.67,5,24,no,delivered,3,699.51
blue dart,pharmacy,scooter,two day,west,cold,210.2,3.87,5,16,no,delivered,5,1062.61
ekart,pharmacy,ev van,express,west,rainy,255.6,7.19,11,7,yes,failed,1,1349.57
dhl,furniture,ev bike,standard,south,cold,246.9,22.0,6,24,no,delivered,5,1300.5
dhl,pharmacy,ev bike,two day,east,stormy,7.0,28.54,6,16,no,delivered,4,120.62
ekart,automobile parts,scooter,express,central,rainy,119.1,17.33,8,4,yes,delayed,2,697.49
delhivery,cosmetics,ev bike,standard,west,stormy,284.6,5.42,13,24,no,delivered,5,1439.26
fedex,fragile items,scooter,same day,central,rainy,166.5,43.81,9,8,yes,delayed,2,1063.93
dhl,furniture,van,two day,north,foggy,294.1,30.89,12,16,no,delivered,3,1563.17
dhl,cosmetics,scooter,standard,central,hot,103.9,44.8,3,24,no,delivered,4,653.9
ekart,fragile items,scooter,same day,west,cold,120.6,30.92,4,8,no,delivered,4,795.76
ecom express,clothing,truck,express,north,foggy,137.2,21.68,9,4,yes,delayed,2,801.04
shadowfax,fragile items,scooter,express,central,clear,256.1,23.97,4,7,no,delivered,5,1402.41
dhl,cosmetics,ev bike,same day,central,foggy,87.7,29.5,3,8,no,delivered,5,627.0
blue dart,groceries,truck,standard,west,stormy,131.8,4.31,10,24,no,delivered,4,671.93
amazon logistics,cosmetics,ev van,standard,central,stormy,235.9,13.86,9,24,no,delivered,5,1221.08
amazon logistics,clothing,scooter,two day,central,stormy,99.9,43.61,9,16,no,delivered,3,630.33
